sex,id,is_recid,rand
Female,66,0,0.229340609
Female,106,1,0.604044431
Male,60,1,0.880189162
Male,65,0,0.364920277
Male,26,1,0.816333741
Female,91,0,0.65835276
Male,26,1,0.919939165
Male,112,0,0.568884655
Male,112,0,0.772552013
Female,79,0,0.958062033
Male,20,0,0.223986547
Male,25,0,0.063135597
Male,58,0,0.577667027
Male,27,1,0.950988621
Male,84,1,0.831743332
Male,1,0,0.179780353
Female,38,0,0.462067487
Male,15,1,0.681775226
Female,66,0,0.163064383
Male,19,0,0.21255209
Male,6,1,0.829944272
Male,113,0,0.528234287
Female,106,1,0.486509362
Female,49,1,0.466302075
Male,113,0,0.307200157
Female,13,0,0.126244442
Female,75,0,0.602668837
Male,32,0,0.38418222
Female,72,0,0.842893334
Male,112,0,0.075278401
Female,82,0,0.948981364
Male,58,0,0.23938965
Female,29,0,0.380743871
Male,6,1,0.18012309
Female,93,0,0.236340617
Male,2,1,0.301269157
Male,55,0,0.774018013
Female,13,0,0.030778494
Female,87,1,0.477525426
Female,101,0,0.156422626
Male,74,1,0.984612092
Male,71,0,0.473093366
Female,64,1,0.069208784
Female,109,1,0.546255325
Male,40,1,0.533908143
Female,41,0,0.429235291
Male,70,0,0.30136531
Male,7,1,0.404525161
Female,45,0,0.890163426
Female,80,0,0.662450246
Male,47,0,0.402396024
Male,37,1,0.858437866
Male,42,1,0.040273879
Female,31,0,0.969641883
Male,27,1,0.351296669
Male,113,0,0.552228311
Female,99,0,0.885436784
Male,70,0,0.720652705
Female,108,1,0.819758152
Female,97,1,0.623553596
Male,113,0,0.56125032
Female,36,1,0.451590783
Female,97,1,0.728541534
Female,106,1,0.979284234
Male,42,1,0.303068948
Male,27,1,0.84120818
Male,56,0,0.945359344
Female,115,1,0.093519922
Female,11,1,0.084685607
Male,57,1,0.692281501
Male,35,1,0.904910046
Female,111,0,0.070701511
Female,51,0,0.481591072
Male,90,1,0.616691201
Male,24,0,0.59003707
Male,78,0,0.374020301
Female,43,1,0.373134379
Male,28,1,0.978000045
Male,6,1,0.952596203
Male,77,1,0.666596288
Female,96,0,0.161560121
Male,71,0,0.785211947
Female,5,1,0.307103095
Male,74,1,0.951904294
Male,8,0,0.094399437
Female,75,0,0.101140863
Male,110,1,0.059632621
Male,118,1,0.03858828
Male,20,0,0.340013977
Male,74,1,0.730070872
Male,78,0,0.054354113
Female,30,1,0.440434716
Male,117,0,0.021555382
Male,57,1,0.048767939
Male,20,0,0.212969694
Male,47,0,0.082322915
Male,105,0,0.62756039
Male,8,0,0.309847235
Female,38,0,0.954073002
Female,98,1,0.297344637
Male,114,1,0.21082886
Female,38,0,0.812524173
Female,81,1,0.846164044
Male,74,1,0.10154054
Female,59,1,0.926293341
Male,12,1,0.486957181
Male,74,1,0.553500723
Female,75,0,0.363929741
Male,12,1,0.976055826
Female,96,0,0.598186258
Male,116,0,0.628434789
Female,81,1,0.931736982
Male,94,0,0.920563284
Female,119,1,0.235746944
Male,12,1,0.613990933
Female,115,1,0.329271604
Male,35,1,0.715643889
Female,69,1,0.382828383
Female,69,1,0.361109767
Male,4,1,0.516056337
Female,38,0,0.350474324
Female,87,1,0.634837782
Male,90,1,0.639783272
Female,80,0,0.724943752
Male,40,1,0.932390666
Female,119,1,0.87675639
Female,104,1,0.946487655
Male,19,0,0.83286717
Female,95,1,0.888209868
Female,39,0,0.502219781
Female,108,1,0.498279821
Female,81,1,0.911546696
Male,55,0,0.850541047
Female,69,1,0.602860566
Male,20,0,0.57347205
Female,88,0,0.035205057
Male,116,0,0.0137747
Female,80,0,0.488500723
Female,46,0,0.861059435
Male,15,1,0.018954683
Male,74,1,0.623975764
Female,75,0,0.800449672
Female,96,0,0.286234099
Female,111,0,0.323082435
Female,102,1,0.662845342
Female,89,0,0.366638164
Male,4,1,0.281798267
Male,110,1,0.703703267
Female,91,0,0.664304761
Male,24,0,0.810837181
Male,17,0,0.922423958
Male,94,0,0.154841409
Female,72,0,0.21853555
Female,108,1,0.422214381
Male,56,0,0.6701762
Male,4,1,0.877050685
Male,27,1,0.046974088
Male,92,0,0.344398091
Male,117,0,0.78637906
Male,47,0,0.585844747
Male,2,1,0.695096763
Female,29,0,0.257663138
Female,38,0,0.230974244
Male,116,0,0.708730941
Female,33,1,0.56122632
Male,27,1,0.547181629
Female,69,1,0.341550035
Female,9,1,0.1854148
Male,70,0,0.720539232
Female,11,1,0.213618716
Male,26,1,0.84442196
Male,37,1,0.292899686
Female,5,1,0.885865373
Male,28,1,0.886776835
Male,70,0,0.97471353
Female,115,1,0.13653529
Female,101,0,0.667472107
Male,17,0,0.460803532
Female,72,0,0.457000524
Female,53,1,0.304875634
Female,93,0,0.824336994
Female,66,0,0.957804982
Male,84,1,0.239010117
Male,20,0,0.316134336
Male,12,1,0.003780609
Male,20,0,0.125056315
Female,5,1,0.410646168
Male,70,0,0.933289562
Female,43,1,0.508090211
Male,52,1,0.743516021
Female,43,1,0.26289335
Male,62,1,0.147292296
Female,100,0,0.603664673
Male,57,1,0.773538716
Female,41,0,0.173126399
Male,32,0,0.077868667
Female,119,1,0.582939637
Female,102,1,0.385403711
Male,92,0,0.455311759
Male,22,0,0.909976606
Female,11,1,0.746428161
Female,38,0,0.94976446
Male,62,1,0.312633871
Female,44,1,0.375119036
Female,100,0,0.097333823
Female,45,0,0.395978706
Male,21,1,0.062690564
Female,86,1,0.640227076
Female,99,0,0.520700867
Female,31,0,0.675712915
Male,28,1,0.455319877
Male,1,0,0.559559194
Male,58,0,0.969660971
Male,74,1,0.072907697
Female,5,1,0.491512094
Male,107,0,0.206706427
Female,93,0,0.495278623
Female,75,0,0.539778103
Female,115,1,0.979535986
Female,30,1,0.505805676
Male,57,1,0.734261425
Female,61,0,0.723131956
Female,88,0,0.203559051
Female,81,1,0.917661619
Female,9,1,0.618297702
Female,53,1,0.004730119
Female,101,0,0.455919689
Female,96,0,0.761272041
Female,44,1,0.615523505
Male,42,1,0.821224258
Male,21,1,0.886792349
Male,32,0,0.875559203
Female,11,1,0.870063479
Female,9,1,0.907210118
Female,95,1,0.638779632
Female,89,0,0.924634552
Female,59,1,0.401207609
Female,88,0,0.441133819
Female,33,1,0.542719348
Male,57,1,0.775211918
Male,114,1,0.152662939
Male,7,1,0.449845687
Male,118,1,0.449402876
Female,89,0,0.569873931
Female,115,1,0.487489582
Male,6,1,0.193660526
Female,115,1,0.208543356
Male,112,0,0.756100485
Female,46,0,0.639271627
Male,42,1,0.244763777
Female,3,0,0.542664705
Male,103,0,0.632456433
Female,115,1,0.450629033
Female,111,0,0.220752487
Male,73,0,0.523918266
Male,67,1,0.490866661
Female,99,0,0.165741849
Female,66,0,0.109399074
Female,85,1,0.197856549
Female,31,0,0.010292981
Female,104,1,0.100438274
Female,59,1,0.873509647
Male,21,1,0.979402773
Male,22,0,0.866182923
Male,70,0,0.143495371
Female,109,1,0.578693794
Male,37,1,0.934480705
Female,111,0,0.335943631
Female,89,0,0.0521567
Male,2,1,0.433185442
Female,89,0,0.2045938
Male,24,0,0.099240697
Female,119,1,0.922577183
Male,113,0,0.216204457
Female,45,0,0.994790983
Male,22,0,0.732691227
Female,13,0,0.328883024
Female,98,1,0.030479365
Female,16,0,0.899083673
Male,113,0,0.595871768
Male,94,0,0.200552405
Male,83,0,0.492204341
Female,106,1,0.021782586
Male,68,1,0.457393969
Female,106,1,0.096341247
Female,95,1,0.06072695
Male,20,0,0.120513627
Male,70,0,0.889143407
Male,26,1,0.860465701
Male,25,0,0.804984607
Female,81,1,0.420744147
Male,7,1,0.291268136
Male,19,0,0.885699772
Female,36,1,0.94243209
Male,18,0,0.75638681
Female,38,0,0.364151024
Female,16,0,0.21065362
Male,1,0,0.236772549
Female,53,1,0.180189598
Male,18,0,0.896869765
Female,108,1,0.750674719
Female,45,0,0.702971322
Female,45,0,0.611114716
Female,33,1,0.250172592
Female,63,0,0.732917026
Female,46,0,0.909939097
Male,78,0,0.991567037
Female,10,1,0.452035327
Female,119,1,0.758618769
Female,61,0,0.002590113
Male,37,1,0.043325497
Male,77,1,0.672137916
Male,103,0,0.935660512
Male,120,1,0.1861396
Female,38,0,0.31135653
Male,48,1,0.670415464
Male,18,0,0.198714624
Female,119,1,0.069515527
Male,118,1,0.513262623
Male,107,0,0.770957029
Female,109,1,0.613431804
Male,116,0,0.292840108
Male,6,1,0.604185338
Female,91,0,0.620449258
Female,79,0,0.000217456
Female,80,0,0.877242426
Male,60,1,0.985316348
Female,111,0,0.799169845
Male,32,0,0.000294582
Male,8,0,0.22753249
Male,26,1,0.512622913
Male,27,1,0.996290036
Female,109,1,0.626997714
Female,89,0,0.138681716
Male,112,0,0.213790845
Male,40,1,0.397384516
Male,117,0,0.719707021
Female,111,0,0.814265721
Female,93,0,0.420509925
Male,113,0,0.615523827
Female,30,1,0.224725186
Male,117,0,0.360444923
Male,18,0,0.41742892
Male,83,0,0.395307171
Female,86,1,0.399667252
Female,13,0,0.347809629
Female,100,0,0.137373791
Male,18,0,0.585390947
Female,109,1,0.94512779
Male,1,0,0.156083761
Male,35,1,0.214388585
Male,113,0,0.228328466
Male,1,0,0.142380989
Female,11,1,0.660185311
Male,32,0,0.369285737
Female,51,0,0.090073682
Male,48,1,0.426950862
Female,108,1,0.654638798
Male,19,0,0.20591181
Female,75,0,0.51989768
Male,73,0,0.06380661
Male,103,0,0.276514856
Male,110,1,0.809251657
Female,82,0,0.9379013
Male,94,0,0.993341263
Male,84,1,0.212277591
Male,78,0,0.820147155
Male,68,1,0.771026028
Male,8,0,0.120613939
Female,87,1,0.948590396
Female,86,1,0.242198374
Female,111,0,0.70082981
Male,50,0,0.323123367
Male,60,1,0.472481348
Female,23,0,0.41540816
Female,109,1,0.972315882
Male,65,0,0.220819543
Female,81,1,0.889391284
Male,4,1,0.024315013
Male,90,1,0.445290858
Male,50,0,0.418675685
Male,57,1,0.398781372
Male,71,0,0.923367995
Male,92,0,0.588947912
Male,67,1,0.062285997
Male,113,0,0.778480554
Male,8,0,0.04405526
Female,44,1,0.395969554
Male,73,0,0.113108648
Female,29,0,0.207884173
Female,29,0,0.02958612
Female,98,1,0.896746992
Male,25,0,0.918072406
Female,85,1,0.963863978
Female,101,0,0.097621938
Female,51,0,0.013536924
Male,37,1,0.659146721
Male,112,0,0.931498683
Female,39,0,0.327844713
Female,79,0,0.364384657
Male,56,0,0.766338277
Male,17,0,0.965412591
Male,52,1,0.851594428
Female,89,0,0.361189461
Male,17,0,0.494560902
Male,77,1,0.481511798
Male,71,0,0.493685717
Female,23,0,0.190613689
Male,77,1,0.772573219
Male,78,0,0.863762572
Male,6,1,0.18362232
Female,29,0,0.018990169
Male,110,1,0.892669583
Female,23,0,0.927643874
Female,59,1,0.611755956
Female,61,0,0.718788599
Female,111,0,0.694415996
Male,67,1,0.368595199
Male,27,1,0.101225017
Male,19,0,0.266139025
Male,114,1,0.310759559
Male,48,1,0.879625197
Male,71,0,0.223992029
Male,118,1,0.647182346
Male,37,1,0.222295263
Female,23,0,0.56312792
Male,20,0,0.515177426
Male,20,0,0.069341749
Male,42,1,0.882551735
Male,103,0,0.220671769
Male,21,1,0.758093572
Female,10,1,0.662140946
Female,63,0,0.015840467
Female,53,1,0.856046927
Female,80,0,0.139757204
Female,100,0,0.63271699
Female,61,0,0.597086793
Female,23,0,0.224376019
Male,56,0,0.925490608
Female,104,1,0.854094888
Male,68,1,0.888361184
Male,57,1,0.300301093
Female,16,0,0.590709495
Male,26,1,0.882088931
Female,43,1,0.10706155
Female,104,1,0.984289921
Female,59,1,0.731047516
Female,31,0,0.63484377
Female,81,1,0.332145481
Male,32,0,0.13776317
Male,26,1,0.29323204
Male,1,0,0.711712812
Female,33,1,0.401242749
Female,29,0,0.54965848
Female,11,1,0.069360139
Male,76,1,0.374710361
Female,109,1,0.196269707
Female,11,1,0.587064371
Male,25,0,0.761472374
Male,48,1,0.307516537
Male,103,0,0.175478112
Male,76,1,0.981792062
Female,59,1,0.750347569
Female,54,1,0.317580715
Male,78,0,0.143292916
Male,107,0,0.911581425
Female,101,0,0.677661668
Female,59,1,0.654091614
Male,22,0,0.344583547
Female,89,0,0.954177719
Female,11,1,0.592930091
Male,35,1,0.514300923
Male,110,1,0.978818637
Female,102,1,0.657721119
Female,5,1,0.722738312
Female,85,1,0.013188638
Male,24,0,0.886239489
Female,54,1,0.880930234
Female,100,0,0.48924028
Female,29,0,0.685645734
Female,64,1,0.05784885
Female,23,0,0.435081138
Male,90,1,0.461528751
Male,118,1,0.643847585
Male,7,1,0.320805702
Male,120,1,0.169286006
Female,61,0,0.679733873
Male,113,0,0.27083612
Female,44,1,0.573546497
Female,85,1,0.473935324
Male,68,1,0.169030192
Male,50,0,0.255629048
Male,92,0,0.161054426
Male,94,0,0.559583045
Male,94,0,0.39085205
Female,89,0,0.711651976
Female,101,0,0.09194312
Female,102,1,0.348260849
Male,62,1,0.265317566
Male,113,0,0.848022992
Male,107,0,0.949073806
Female,39,0,0.085061316
Male,68,1,0.908246493
Male,15,1,0.032779268
Male,114,1,0.097706875
Male,4,1,0.272954174
Female,44,1,0.013443521
Male,76,1,0.075400009
Female,33,1,0.29381773
Male,57,1,0.897418337
Female,16,0,0.853484126
Female,10,1,0.659922509
Male,60,1,0.425660908
Male,18,0,0.740695375
Male,71,0,0.656235834
Female,119,1,0.734603595
Female,100,0,0.827551387
Female,109,1,0.972157904
Female,81,1,0.489375416
Female,39,0,0.353838473
Female,14,0,0.031243389
Female,29,0,0.982962095
Female,111,0,0.188235484
Male,37,1,0.476370456
Male,78,0,0.549700404
Male,21,1,0.488169276
Male,65,0,0.386126063
Male,28,1,0.662912707
Female,86,1,0.200254339
Male,105,0,0.912843292
Male,17,0,0.891575634
Male,78,0,0.263596352
Female,115,1,0.663282078
Female,59,1,0.428756528
Female,43,1,0.942418274
Male,114,1,0.628606816
Male,56,0,0.234220235
Male,26,1,0.993258888
Female,119,1,0.557433993
Male,94,0,0.694160178
Male,116,0,0.27251625
Male,60,1,0.577675014
Male,48,1,0.300403117
Female,39,0,0.774387908
Female,101,0,0.845410375
Female,11,1,0.629700487
Female,101,0,0.231412954
Male,107,0,0.708270034
Female,63,0,0.465343413
Female,51,0,0.362244173
Male,65,0,0.101319792
Male,77,1,0.004949336
Male,19,0,0.874759344
Female,104,1,0.151035268
Female,16,0,0.824794315
Female,38,0,0.902720691
Female,99,0,0.894272471
Female,39,0,0.260210138
Male,62,1,0.82656431
Female,51,0,0.771268878
Female,85,1,0.80030855
Male,28,1,0.951470575
Male,65,0,0.265860632
Female,31,0,0.854473715
Male,24,0,0.608511402
Male,25,0,0.449144882
Male,77,1,0.708641211
Female,33,1,0.970637843
Male,32,0,0.715080289
Male,107,0,0.419012674
Female,11,1,0.764323447
Female,102,1,0.986327739
Female,79,0,0.823489379
Male,21,1,0.87323415
Male,50,0,0.19460164
Female,81,1,0.6796109
Female,51,0,0.752241425
Male,112,0,0.394781215
Female,96,0,0.198447352
Male,105,0,0.210721625
Female,72,0,0.125972748
Male,110,1,0.040561784
Female,29,0,0.379656825
Female,101,0,0.40268432
Female,108,1,0.257790054
Female,109,1,0.856435217
Female,72,0,0.473785775
Male,42,1,0.092066698
Male,48,1,0.997526954
Male,94,0,0.45976407
Male,4,1,0.936002499
Female,88,0,0.2250601
Male,47,0,0.024741947
Female,96,0,0.640484691
Male,15,1,0.627200192
Female,72,0,0.614756034
Male,57,1,0.06378076
Female,33,1,0.464671332
Male,6,1,0.702560656
Female,46,0,0.0618591
Female,109,1,0.349181274
Female,41,0,0.781720616
Male,67,1,0.034526532
Male,113,0,0.314638137
Male,21,1,0.898437185
Female,81,1,0.810436694
Male,4,1,0.935083407
Male,26,1,0.571703041
Male,58,0,0.667519689
Female,111,0,0.146106759
Male,4,1,0.004000936
Male,1,0,0.548681757
Female,87,1,0.817726254
Male,52,1,0.935390024
Male,65,0,0.407082064
Male,67,1,0.695082673
Male,84,1,0.895262144
Female,106,1,0.144788391
Female,86,1,0.162135657
Female,88,0,0.715890276
Female,86,1,0.351025195
Male,62,1,0.204029172
Female,99,0,0.144055494
Male,60,1,0.392000229
Male,114,1,0.820151182
Female,86,1,0.427971257
Male,58,0,0.321979596
Female,30,1,0.760582391
Male,74,1,0.903201061
Male,73,0,0.275940374
Male,57,1,0.008216831
Female,5,1,0.136171675
Female,87,1,0.721096173
Male,40,1,0.860206143
Male,84,1,0.923626618
Male,56,0,0.878623927
Female,63,0,0.640392763
Male,60,1,0.846446954
Male,71,0,0.649130138
Male,26,1,0.251435902
Male,47,0,0.452036486
Female,66,0,0.849928664
Male,25,0,0.66829071
Female,115,1,0.383226584
Male,19,0,0.268069044
Male,83,0,0.502932845
Female,106,1,0.119044549
Female,75,0,0.672183531
Female,36,1,0.648917237
Female,66,0,0.172069263
Male,6,1,0.589762488
Male,42,1,0.368540904
Male,92,0,0.989624232
Female,115,1,0.702328584
Female,97,1,0.534885609
Male,114,1,0.749276274
Female,88,0,0.926042642
Male,25,0,0.320361348
Female,30,1,0.416521592
Male,19,0,0.800605342
Female,98,1,0.103263171
Female,13,0,0.271452062
Male,74,1,0.41750436
Female,14,0,0.44995021
Male,1,0,0.290616704
Male,4,1,0.522448797
Female,3,0,0.875878924
Female,34,1,0.449068383
Male,56,0,0.281316775
Male,17,0,0.755107004
Male,74,1,0.150978332
Female,54,1,0.287892551
Female,16,0,0.304315273
Female,51,0,0.20491234
Female,85,1,0.795252897
Male,73,0,0.701248949
Female,69,1,0.997003176
Male,18,0,0.42208197
Female,115,1,0.096102381
Male,77,1,0.839732181
Female,100,0,0.895569548
Female,91,0,0.796616964
Male,117,0,0.941443187
Male,83,0,0.775366092
Male,70,0,0.090766594
Female,11,1,0.010427016
Female,13,0,0.814208479
Male,107,0,0.130209764
Female,96,0,0.863741094
Male,27,1,0.698946266
Female,16,0,0.145105583
Male,18,0,0.883035582
Male,117,0,0.996058244
Female,115,1,0.981308947
Female,98,1,0.242531586
Male,84,1,0.886037197
Female,81,1,0.421566965
Female,108,1,0.243148659
Male,37,1,0.681130629
Female,109,1,0.231625546
Female,75,0,0.928051882
Female,80,0,0.177041992
Male,84,1,0.086810107
Female,72,0,0.021626818
Female,66,0,0.194132253
Male,32,0,0.052145288
Male,94,0,0.271423247
Female,10,1,0.931094378
Female,91,0,0.02367348
Female,3,0,0.271525032
Female,5,1,0.202613756
Female,46,0,0.198054489
Female,93,0,0.872475334
Female,16,0,0.776902889
Male,58,0,0.989079491
Female,106,1,0.162229886
Female,109,1,0.337499348
Male,74,1,0.325390042
Male,117,0,0.931868232
Male,113,0,0.731408664
Female,89,0,0.076309097
Male,56,0,0.469120197
Male,37,1,0.134588113
Female,64,1,0.98041702
Male,47,0,0.906655479
Male,27,1,0.240823516
Female,43,1,0.000495128
Male,4,1,0.069243614
Female,79,0,0.790770348
Female,88,0,0.103951531
Female,44,1,0.549481484
Male,8,0,0.849497389
Female,104,1,0.21435221
Male,65,0,0.847472031
Female,101,0,0.468077087
Female,34,1,0.712112701
Female,46,0,0.413165456
Male,76,1,0.327957388
Male,118,1,0.059379573
Female,119,1,0.927836632
Female,36,1,0.069679538
Female,53,1,0.974624933
Male,107,0,0.490852566
Female,41,0,0.09836226
Male,25,0,0.747473709
Female,43,1,0.709307392
Male,94,0,0.739337076
Male,70,0,0.426487085
Female,44,1,0.769821192
Male,27,1,0.617774778
Female,87,1,0.558954968
Male,114,1,0.641200781
Female,111,0,0.282886201
Female,38,0,0.916207609
Male,19,0,0.493074217
Male,107,0,0.762486013
Male,84,1,0.661407284
Female,99,0,0.153703047
Female,61,0,0.490306557
Female,79,0,0.864594829
Female,59,1,0.196243774
Female,31,0,0.69187022
Female,49,1,0.513649792
Female,79,0,0.845574268
Male,113,0,0.546426645
Female,111,0,0.044719262
Female,61,0,0.640046214
Male,58,0,0.033378002
Female,102,1,0.892715933
Male,24,0,0.225796649
Male,52,1,0.213914443
Male,32,0,0.368042279
Male,67,1,0.724590702
Female,46,0,0.113610514
Male,56,0,0.017268979
Female,53,1,0.809292161
Female,86,1,0.830250469
Male,6,1,0.240263395
Male,60,1,0.06979502
Male,56,0,0.001915238
Male,90,1,0.415232279
Male,8,0,0.121182957
Male,2,1,0.21663353
Male,112,0,0.433196909
Male,21,1,0.827171546
Male,103,0,0.0876963
Male,40,1,0.720914319
Female,79,0,0.189013419
Male,42,1,0.442430279
Male,26,1,0.012023398
Female,5,1,0.957296584
Female,85,1,0.211778897
Male,58,0,0.689494559
Female,10,1,0.516187011
Female,82,0,0.409473643
Female,97,1,0.723226854
Female,29,0,0.446606142
Male,117,0,0.900816653
Female,38,0,0.783622001
Male,110,1,0.117558862
Female,95,1,0.181312459
Female,109,1,0.546606504
Female,109,1,0.29630071
Male,17,0,0.370702677
Male,60,1,0.387957697
Male,90,1,0.941228282
Male,71,0,0.501864132
Male,57,1,0.549260536
Female,61,0,0.89726888
Female,33,1,0.689317994
Male,52,1,0.295177407
Female,75,0,0.760212033
Female,3,0,0.476807987
Male,28,1,0.048989126
Female,72,0,0.206737599
Female,64,1,0.018224964
Male,57,1,0.154626073
Female,81,1,0.300160867
Female,30,1,0.736606264
Male,35,1,0.362571318
Male,15,1,0.893677997
Female,63,0,0.740703586
Female,5,1,0.861748598
Female,36,1,0.050473144
Male,22,0,0.351436919
Female,91,0,0.037667805
Female,46,0,0.782737576
Female,23,0,0.169362186
Male,113,0,0.714110843
Male,105,0,0.128772999
Female,33,1,0.333465535
Male,62,1,0.002982176
Female,64,1,0.85860642
Female,100,0,0.56305297
Male,70,0,0.365920398
Female,69,1,0.604073642
Male,35,1,0.270668997
Female,34,1,0.011767694
Male,105,0,0.837451485
Male,8,0,0.946298854
Female,99,0,0.911146875
Male,26,1,0.838349191
Female,36,1,0.221216797
Male,32,0,0.548520729
Female,30,1,0.353727547
Male,56,0,0.157225106
Female,45,0,0.510267416
Male,114,1,0.853076016
Male,15,1,0.987095796
Male,55,0,0.824667672
Male,73,0,0.465367205
Female,81,1,0.11996988
Female,10,1,0.832020774
Male,84,1,0.286181709
Male,71,0,0.722984353
Female,87,1,0.820439379
Male,120,1,0.833804823
Male,60,1,0.954568826
Male,65,0,0.644051376
Female,59,1,0.999141784
Male,84,1,0.192533396
Female,64,1,0.024651846
Female,96,0,0.665849727
Male,37,1,0.887640409
Female,31,0,0.846767368
Male,48,1,0.562243585
Female,115,1,0.350798114
Male,17,0,0.35712404
Male,12,1,0.205973682
Male,84,1,0.261541908
Male,47,0,0.129619545
Female,95,1,0.96828785
Female,109,1,0.577086253
Male,24,0,0.761579294
Female,49,1,0.351457023
Female,45,0,0.156326955
Female,99,0,0.318111283
Female,75,0,0.883409223
Female,104,1,0.012449717
Female,93,0,0.852816464
Female,5,1,0.344651533
Female,29,0,0.793425541
Male,65,0,0.35776659
Male,32,0,0.751829851
Female,54,1,0.298567779
Female,111,0,0.499625755
Female,69,1,0.977907377
Female,86,1,0.108886649
Male,4,1,0.241521719
Female,102,1,0.919289984
Female,69,1,0.076077372
Male,42,1,0.863835826
Female,45,0,0.606924165
Female,99,0,0.34551759
Male,40,1,0.447909031
Male,77,1,0.335388101
Female,46,0,0.515201509
Male,65,0,0.987425329
Male,70,0,0.697477654
Female,98,1,0.020778799
Female,5,1,0.296743534
Male,26,1,0.172845588
Female,38,0,0.549157661
Female,66,0,0.095379018
Male,120,1,0.930017758
Female,119,1,0.147681362
Male,58,0,0.146282224
Male,65,0,0.875906779
Female,16,0,0.451208336
Female,13,0,0.111825608
Male,70,0,0.305879435
Male,8,0,0.693380354
Male,84,1,0.222372867
Male,74,1,0.919666959
Male,74,1,0.739741458
Male,57,1,0.286721408
Male,2,1,0.196929518
Male,76,1,0.774668894
Male,84,1,0.543009693
Female,54,1,0.633288072
Female,102,1,0.052004991
Female,43,1,0.337088626
Female,29,0,0.509665993
Female,101,0,0.452352767
Male,1,0,0.475889218
Male,37,1,0.320790916
Male,65,0,0.356301123
Male,57,1,0.393940198
Male,15,1,0.911509776
Female,79,0,0.470713426
Female,29,0,0.87921349
Male,50,0,0.741014725
Female,46,0,0.83653834
Female,34,1,0.826814832
Male,40,1,0.487469053
Female,49,1,0.936754825
Female,111,0,0.824898022
Female,10,1,0.111838719
Male,8,0,0.775910552
Male,114,1,0.447089553
Male,118,1,0.91066707
Male,24,0,0.861047066
Female,44,1,0.095411401
Female,13,0,0.094937055
Male,25,0,0.475121574
Male,22,0,0.877275486
Female,66,0,0.580391789
Female,53,1,0.050904516
Female,104,1,0.774297033
Male,77,1,0.977567122
Female,89,0,0.443947636
Female,44,1,0.464080047
Male,2,1,0.576165802
Female,69,1,0.982696407
Female,63,0,0.149555087
Male,76,1,0.785226475
Male,105,0,0.716104082
Male,58,0,0.962041031
Male,20,0,0.381719896
Female,86,1,0.932648847
Female,61,0,0.689668411
Female,5,1,0.450415858
Male,35,1,0.79879008
Male,22,0,0.15289281
Male,2,1,0.243802403
Male,35,1,0.939105559
Male,8,0,0.763286956
Female,100,0,0.807239157
Female,63,0,0.261922398
Male,47,0,0.094095431
Female,95,1,0.121904782
Female,87,1,0.533742973
Male,6,1,0.894385441
Male,24,0,0.086936085
Female,14,0,0.477701638
Male,1,0,0.290951795
Male,60,1,0.145324037
Male,107,0,0.388764403
Female,30,1,0.289892838
Female,98,1,0.214376773
Female,100,0,0.775918938
Male,15,1,0.292249961
Female,49,1,0.374659345
Male,40,1,0.074046878
Female,14,0,0.613071505
Female,31,0,0.436772722
Male,78,0,0.225942466
Male,1,0,0.278491842
Male,17,0,0.230621355
Female,93,0,0.201682109
Female,96,0,0.715656792
Male,12,1,0.766066761
Female,43,1,0.657000406
Male,76,1,0.353307683
Female,69,1,0.792222481
Male,15,1,0.962892938
Female,66,0,0.932652349
Female,85,1,0.49372964
Male,24,0,0.257055596
Male,8,0,0.8385264
Female,29,0,0.640607502
Female,87,1,0.647458178
Male,67,1,0.44793381
Male,105,0,0.729036627
Male,35,1,0.903252006
Female,80,0,0.873238785
Female,54,1,0.071151893
Male,25,0,0.093400697
Female,95,1,0.334563345
Female,5,1,0.155436313
Male,8,0,0.880667718
Female,41,0,0.398749526
Male,24,0,0.912708696
Male,65,0,0.705529984
Male,116,0,0.585289723
Female,14,0,0.908306787
Female,93,0,0.338561031
Female,72,0,0.556217451
Female,59,1,0.131899135
Male,65,0,0.288859133
Male,84,1,0.845473484
Female,41,0,0.887272536
Male,1,0,0.318970065
Female,87,1,0.203832946
Male,105,0,0.95402418
Male,6,1,0.511221831
Male,118,1,0.706483327
Male,56,0,0.871438531
Female,14,0,0.938068034
Male,68,1,0.294228957
Male,60,1,0.697942396
Male,110,1,0.049384932
Female,101,0,0.46516036
Male,65,0,0.463111818
Male,27,1,0.233250318
Female,93,0,0.24234593
Male,57,1,0.315501325
Female,53,1,0.90423082
Male,35,1,0.806425896
Male,27,1,0.063036443
Female,86,1,0.225160571
Female,30,1,0.303029654
Male,84,1,0.176914954
Male,19,0,0.138808529
Female,53,1,0.055314985
Male,78,0,0.92387466
Male,6,1,0.464733461
Female,119,1,0.681875754
Male,57,1,0.117287014
Female,33,1,0.692216085
Female,95,1,0.342412996
Female,5,1,0.015323746
Female,69,1,0.704719122
Male,58,0,0.424542915
Male,55,0,0.020549588
Female,95,1,0.124158307
Female,87,1,0.549449531
Female,95,1,0.460815146
Female,31,0,0.901138481
Male,83,0,0.228927409
Female,115,1,0.870465056
Male,60,1,0.11949366
Female,45,0,0.475271003
Female,119,1,0.600402056
Female,3,0,0.790022431
Male,68,1,0.585126874
Female,49,1,0.465529727
Male,74,1,0.557871576
Male,74,1,0.259695549
Female,45,0,0.834861987
Female,115,1,0.424779816
Male,56,0,0.527714295
Male,77,1,0.474615283
Male,118,1,0.518643237
Female,45,0,0.573779312
